// USER CHART SHEET exported by JRC ECDIS.
// <<NOTE>>This strings // indicate comment column/cells. You can edit freely.
// - NGAs,,IN USE
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.410,S,150,56.125,E
34,27.584,S,150,56.110,E
34,27.625,S,150,55.940,E
34,27.577,S,150,55.629,E
34,27.543,S,150,55.597,E
34,27.542,S,150,55.596,E
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.148,S,150,55.716,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.289,S,150,55.644,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.448,S,150,55.627,E,0,20,
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.899,S,150,54.454,E
34,27.909,S,150,54.563,E
34,27.898,S,150,54.594,E
34,27.863,S,150,54.618,E
34,27.801,S,150,54.608,E
34,27.738,S,150,54.485,E
34,27.801,S,150,54.445,E
34,27.900,S,150,54.462,E
34,27.899,S,150,54.454,E
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.882,S,150,54.515,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.828,S,150,54.569,E,0,20,
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.797,S,150,54.358,E
34,27.878,S,150,54.277,E
34,27.818,S,150,54.084,E
34,27.721,S,150,53.884,E
34,27.596,S,150,53.870,E
34,27.590,S,150,53.885,E
34,27.722,S,150,53.923,E
34,27.781,S,150,54.038,E
34,27.795,S,150,54.360,E
34,27.797,S,150,54.358,E
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.813,S,150,54.129,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,NGA

34,27.837,S,150,54.217,E,0,20,
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.211,S,150,53.177,E
34,27.204,S,150,53.233,E
34,27.131,S,150,53.267,E
34,27.112,S,150,53.263,E
34,27.207,S,150,53.178,E
34,27.211,S,150,53.177,E
END
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

34,27.535,S,150,53.355,E
34,27.332,S,150,53.160,E
34,27.327,S,150,53.140,E
34,27.339,S,150,53.129,E
34,27.447,S,150,53.157,E
34,27.434,S,150,53.204,E
34,27.538,S,150,53.347,E
34,27.535,S,150,53.361,E
34,27.517,S,150,53.338,E
34,27.535,S,150,53.355,E
END
// POLYGON
// Comment
// Lat,,,Lon,Add "END" to the end of vertex.
POLYGON

